num__Flight ID,num__Flight_Distance,num__Scheduled_Departure_Time,num__Day_of_Week,num__Month,num__Weather_Score,num__Previous_Flight_Delay_Minutes,num__Airline_Rating,num__Passenger_Load,cat__Airline_Airline A,cat__Airline_Airline B,cat__Airline_Airline C,cat__Airline_Airline D,cat__Airline_Airline E,cat__Origin_Airport_Airport 1,cat__Origin_Airport_Airport 2,cat__Origin_Airport_Airport 3,cat__Origin_Airport_Airport 4,cat__Origin_Airport_Airport 5,cat__Destination_Airport_Airport 2,cat__Destination_Airport_Airport 3,cat__Destination_Airport_Airport 4,cat__Destination_Airport_Airport 5,cat__Airplane_Type_Type A,cat__Airplane_Type_Type B,cat__Airplane_Type_Type C,cat__Airplane_Type_Type D,cat__Airplane_Type_Type E,Flight_Cancelled
0.8389033438594665,-0.25052140571544046,-1.1166467144172298,1.0468045063189677,-1.6050018401425672,-1.0654434319934056,-0.8101279857652237,-0.11986500772337029,-0.1355811575750872,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.07422921154281723,0.4095910424878877,0.08485613902430886,-1.52267145420869,-0.11364164673746859,-1.65279379322943,1.5317784399501646,-0.5191581692241856,-1.248354119420278,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.724615932217129,0.6924963774321712,0.8357954224252706,-0.49488106999762693,0.7811744693055906,-1.5331179846885121,-0.3268774534747468,1.5135964138170812,-0.908073780881201,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.28082836138064016,1.6669480866847033,-1.5672102844578069,-1.52267145420869,0.4829024306245709,0.47311110094575287,-0.5127430428172379,-0.9552711014406312,-0.04138499855734306,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.9878816436570468,0.702974352800478,1.1361711357856552,1.5606996984244994,1.6759905853486499,-0.06705546694851516,-0.847301103633722,1.078483172386784,-1.739330787520952,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.6089025325123465,-0.5543826913963376,-1.2668345710974223,0.5329093142134362,-1.3067298014615476,-1.7607066254140893,-0.8101279857652237,-0.06409675012854679,-0.32161112356674465,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
-0.5355477187567703,1.9812873477339072,0.08485613902430886,0.019014122107904628,0.7811744693055906,1.5884979062759403,0.8626623183171965,1.9378325848459146,0.5684242863000788,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.23254465315834014,-0.28195533182036087,1.7369225625064246,1.5606996984244994,0.4829024306245709,0.4706016659897513,-0.5499161606857361,0.5357445248642426,0.00655602704432029,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.2029680396928302,0.9649237370081479,0.5354197090648859,-1.0087762621031586,1.6759905853486499,-0.030490433171999575,0.41658490389521774,-1.1565197228965225,0.288163111557089,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.5909705632963331,-0.5962945928695648,-0.9664588577370375,1.0468045063189677,0.7811744693055906,-0.8957642803235188,-0.9216473393707184,-0.1592499270431689,-0.663374065836594,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
